lat,lon,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3,delay_1,delay_2,delay_3,pontoId
-8.050180000000001,-34.953720000000004,-82.47571428571429,-97.22,-85.0771428571428,-96.97,-98.5125,-96.90142857142858,-86.7141666666667,-97.054,-99.62,3,4,3,8776
-8.05001,-34.94751,-90.72,-85.21214285714291,-97.11142857142859,-87.03,-92.7425,-97.01857142857142,-86.07,-95.51799999999999,-98.9125,4,2,6,8812
-8.05524,-34.95172,-90.4,-93.55,-90.68428571428569,-90.175,-85.33,-90.7,-94.9466666666667,-77.434,-96.7,6,4,3,7306
-8.05545,-34.955690000000004,-94.4742857142857,-98.56857142857142,-98.48,-98.85,-89.215,-91.95142857142858,-77.1366666666667,-66.178,-91.28,6,5,1,7178
-8.05662,-34.955259999999996,-95.2757142857143,-99.86,-93.9542857142857,-98.32,-91.8025,-90.84142857142858,-83.9966666666667,-68.10600000000001,-82.84,6,5,1,6776
-8.05043,-34.95485,-82.1221428571429,-99.0082142857143,-80.5028571428571,-99.6783333333333,-98.14875,-90.30785714285709,-85.47388888888891,-99.8606666666667,-95.1425,4,5,3,8727
-8.05282,-34.95555,-90.01142857142858,-96.3728571428571,-87.51,-99.8283333333333,-96.1425,-94.3771428571429,-60.47,-88.31,-86.27,5,5,2,7846
-8.052019999999999,-34.956959999999995,-89.03,-97.58714285714291,-90.05,-98.54,-98.52,-93.42142857142859,-67.8783333333333,-95.63,-84.91,5,6,2,8110
-8.05545,-34.95558,-94.4742857142857,-97.8657142857143,-94.25714285714291,-97.41,-89.4,-92.64,-73.0316666666667,-63.0,-88.33625,6,5,1,7181
-8.05904,-34.9479,-88.4971428571429,-92.17415584415579,-88.13857142857141,-94.375,-77.19,-74.36,-90.6719444444444,-92.7552727272727,-95.8575,8,3,5,6653
-8.05214,-34.948370000000004,-87.82714285714279,-86.9428571428572,-92.35,-62.22,-85.9925,-81.25571428571429,-87.57,-92.28399999999999,-97.6,4,2,5,8061
-8.051680000000001,-34.95327,-79.76,-94.35,-89.54142857142858,-90.5833333333333,-84.33,-89.63857142857141,-81.57,-96.096,-95.605,4,4,3,8329
-8.05573,-34.95062,-90.77142857142859,-92.21142857142858,-91.6666666666667,-87.78,-83.575,-83.43857142857141,-90.9416666666667,-89.82,-96.3725,6,3,3,6967
-8.05517,-34.957879999999996,-89.41857142857141,-99.5742857142857,-87.3442857142857,-97.4416666666667,-100.225,-90.74285714285709,-70.2983333333333,-90.064,-63.27,6,6,0,7340
-8.05166,-34.94781,-96.34,-91.13142857142859,-92.60285714285709,-67.0,-87.23,-87.58,-91.925,-97.92399999999999,-97.6,4,2,5,8342
-8.051039999999999,-34.95947,-83.9357142857143,-95.00714285714291,-90.53,-99.26,-94.9675,-88.95142857142858,-85.83,-99.194,-82.1,5,7,2,8556
-8.05069,-34.95316,-85.77,-95.78857142857142,-89.665,-93.08,-93.6675,-92.21,-92.465,-96.34200000000001,-98.2875,3,4,3,8629
-8.04848,-34.95879,-81.33,-92.3842857142857,-83.01,-96.4233333333333,-97.4425,-95.1042857142857,-84.17,-106.544,-89.33,4,7,3,9219
-8.05415,-34.957609999999995,-89.9357142857143,-99.21,-90.27285714285709,-103.1225,-101.565,-95.2242857142857,-63.55,-88.874,-77.33,6,6,1,7588
-8.052019999999999,-34.95093,-85.9157142857143,-93.13285714285709,-89.00142857142859,-84.13,-89.2125,-89.4542857142857,-95.3216666666667,-95.396,-95.605,4,3,4,8117
-8.05054,-34.95368,-82.91571428571429,-96.72,-83.1557142857143,-96.59,-98.5125,-96.13,-99.21,-98.04799999999999,-98.1,3,4,3,8671
-8.05462,-34.95603,-92.02285714285709,-98.7371428571429,-93.52,-101.237857142857,-101.5175,-95.78,-91.81,-87.42,-91.77,6,5,1,7449
-8.048169999999999,-34.95943,-75.44285714285719,-88.64,-70.45,-96.4233333333333,-89.64,-95.20392857142859,-83.7533333333333,-106.544,-81.27,4,7,3,9316
-8.05565,-34.956309999999995,-94.73,-99.1157142857143,-91.2628571428571,-96.235,-92.8375,-93.32714285714279,-95.9,-74.986,-93.92,6,6,1,6994
-8.04733,-34.95063,-86.15,-79.50714285714291,-72.82,-88.33,-94.15,-90.20142857142858,-90.0516666666667,-99.03399999999999,-94.4075,2,4,5,9467
-8.05568,-34.95393,-95.08,-96.1742857142857,-91.80857142857141,-98.9783333333333,-96.4125,-94.8442857142857,-79.065,-70.57,-93.975,6,5,2,6983
-8.047830000000001,-34.94542,-96.67214285714279,-89.55142857142859,-94.98,-67.83,-90.1575,-85.84,-91.9533333333333,-81.828,-96.92,4,2,7,9404
-8.04809,-34.9475,-97.4,-84.74285714285709,-95.19,-86.76,-99.66,-101.75,-106.07,-102.064,-94.6125,3,3,6,9353
-8.05546,-34.9563,-96.6,-98.56857142857142,-90.12178571428569,-96.4316666666667,-93.13,-94.97,-85.595,-72.8364,-78.15,6,6,1,7164
-8.05552,-34.95499,-94.58857142857141,-97.10285714285709,-94.5242857142857,-95.9516666666667,-92.275,-87.72,-66.2,-66.626,-91.2025,6,5,1,7118
-8.04767,-34.95406,-88.97,-86.1371428571429,-65.83,-92.575,-86.16,-91.66214285714291,-81.0,-102.82799999999999,-97.8275,2,5,4,9420
-8.05305,-34.9465,-91.45571428571431,-84.54,-86.6342857142857,-63.48,-78.995,-74.86,-90.685,-81.59,-97.255,5,1,5,7797
-8.05434,-34.95358,-87.71,-96.6671428571429,-88.27,-93.27,-88.8325,-89.93428571428569,-91.63,-81.30199999999999,-95.455,5,4,2,7544
-8.05522,-34.95004,-91.22714285714291,-96.73,-92.34630952380951,-90.28,-78.1325,-81.9114285714286,-88.77833333333331,-83.77,-96.3725,6,3,4,7318
-8.048160000000001,-34.95906,-77.3488571428571,-102.7,-93.9,-96.4233333333333,-96.488125,-95.7967857142857,-84.17,-106.544,-87.83,4,7,3,9329
-8.05372,-34.95581,-87.71857142857141,-96.95,-97.41,-102.270833333333,-102.0075,-96.88285714285709,-69.75,-83.666,-88.47,5,5,1,7666
-8.047260000000001,-34.94526,-89.81142857142858,-91.08857142857141,-92.25357142857142,-76.77,-90.9375,-80.0139285714286,-88.4648333333333,-80.46266666666669,-96.92,4,3,7,9483
-8.0505,-34.95407,-99.29,-98.4607142857143,-88.5342857142857,-98.09,-97.775,-95.24285714285709,-88.5333333333333,-97.33,-101.12,3,5,3,8691
-8.05462,-34.95774,-88.5857142857143,-99.5742857142857,-89.27142857142859,-100.090833333333,-100.225,-92.16142857142859,-65.62,-88.874,-71.71,6,6,0,7447
-8.048639999999999,-34.95068,-88.77,-87.58,-95.08,-82.76,-87.8625,-94.4,-92.46,-97.49600000000001,-96.7925,3,3,5,9130
-8.04899,-34.95299,-77.44,-84.5,-72.22142857142859,-91.01,-86.39,-87.6757142857143,-92.765,-99.226,-96.7675,3,4,4,9045
-8.05153,-34.94771,-89.47,-91.4242857142857,-95.81142857142858,-74.96,-87.01,-91.9,-95.1083333333333,-99.818,-97.6,4,2,5,8392
-8.05521,-34.953540000000004,-71.58,-96.14,-91.1671428571429,-95.54333333333331,-87.1175,-91.75857142857141,-90.5,-78.81,-96.9025,6,4,2,7322
-8.05045,-34.95414,-91.27,-102.38,-90.9871428571429,-100.74,-97.775,-94.34952380952379,-88.5333333333333,-96.5766666666667,-104.74,3,5,3,8716
-8.05482,-34.95365,-91.16,-96.35,-87.89,-96.31,-90.27,-90.51857142857142,-91.71,-86.71,-99.13,5,4,2,7415
-8.05439,-34.95405,-86.97,-96.6671428571429,-91.32,-95.83857142857141,-89.27,-88.66714285714279,-94.125,-85.182,-96.55,5,4,2,7529
-8.05614,-34.95648,-88.34,-99.1157142857143,-90.0642857142857,-100.575,-92.505,-94.3,-85.5183333333333,-87.69,-94.47,6,6,1,6877
-8.04833,-34.94696,-103.77,-90.85904761904759,-97.83642857142858,-80.88,-99.9125,-98.56285714285721,-96.5633333333333,-101.744,-96.56,3,2,6,9283
-8.056519999999999,-34.95617,-91.1428571428571,-99.0457142857143,-92.73,-100.866666666667,-90.205,-93.87857142857142,-85.83,-64.88,-87.1,6,6,1,6794
-8.048969999999999,-34.94701,-97.8542857142857,-85.31714285714291,-95.8357142857143,-93.59,-96.4925,-95.59857142857142,-94.34666666666661,-98.844,-96.3575,4,2,6,9049
-8.05613,-34.95082,-91.21857142857141,-91.0842857142857,-92.2171428571429,-92.03,-83.105,-76.30714285714281,-92.54333333333331,-96.52,-96.3725,6,3,3,6880
-8.04845,-34.95234,-69.26,-83.76,-71.45,-82.76,-87.8,-87.9657142857143,-88.125,-98.012,-96.7175,2,4,4,9241
-8.05372,-34.94913,-89.04857142857142,-89.4,-88.55,-78.17,-73.67,-76.9071428571429,-90.5733333333333,-83.49799999999999,-96.72,5,2,4,7667
-8.05445,-34.956140000000005,-92.87619047619049,-98.7371428571429,-89.90285714285709,-101.7375,-101.5175,-95.78,-79.925,-82.0,-87.33,6,5,1,7500
-8.05449,-34.95367,-90.15,-96.66714285714279,-88.1428571428571,-92.90333333333331,-90.47,-89.93428571428569,-85.2,-70.39,-95.455,5,4,2,7479
-8.05611,-34.95754,-91.66,-99.2842857142857,-92.60142857142858,-99.4283333333333,-92.8475,-92.6871428571429,-90.1633333333333,-81.65,-70.35,7,6,0,6882
-8.04873,-34.94696,-97.29,-86.42476190476191,-97.42785714285709,-80.33,-98.74,-98.43,-96.175,-98.844,-96.3575,3,2,6,9104
-8.04833,-34.959070000000004,-91.95,-90.59714285714291,-82.95,-96.4233333333333,-95.7175,-89.2,-84.17,-106.544,-88.52,4,7,3,9280
-8.04857,-34.95084,-85.7488775510204,-87.9957142857143,-85.48171428571429,-78.26,-90.8225,-87.4161904761905,-91.375,-98.012,-96.7925,2,4,5,9166
