lat,lon
-8.05955,-34.95985
-8.05955,-34.95979934707904
-8.05955,-34.95974869415808
-8.05955,-34.95969804123712
-8.05955,-34.95964738831616
-8.05955,-34.959596735395195
-8.05955,-34.95954608247423
-8.05955,-34.959495429553265
-8.05955,-34.9594447766323
-8.05955,-34.95939412371134
-8.05955,-34.95934347079038
-8.05955,-34.95929281786942
-8.05955,-34.959242164948456
-8.05955,-34.959191512027495
-8.05955,-34.95914085910653
-8.05955,-34.95909020618557
-8.05955,-34.95903955326461
-8.05955,-34.95898890034365
-8.05955,-34.95893824742269
-8.05955,-34.95888759450172
-8.05955,-34.958836941580756
-8.05955,-34.958786288659795
-8.05955,-34.95873563573883
-8.05955,-34.95868498281787
-8.05955,-34.95863432989691
-8.05955,-34.95858367697595
-8.05955,-34.95853302405499
-8.05955,-34.958482371134025
-8.05955,-34.95843171821306
-8.05955,-34.9583810652921
-8.05955,-34.95833041237114
-8.05955,-34.95827975945017
-8.05955,-34.95822910652921
-8.05955,-34.95817845360825
-8.05955,-34.958127800687286
-8.05955,-34.958077147766325
-8.05955,-34.95802649484536
-8.05955,-34.9579758419244
-8.05955,-34.95792518900344
-8.05955,-34.95787453608248
-8.05955,-34.95782388316152
-8.05955,-34.957773230240555
-8.05955,-34.95772257731959
-8.05955,-34.957671924398625
-8.05955,-34.95762127147766
-8.05955,-34.9575706185567
-8.05955,-34.95751996563574
-8.05955,-34.95746931271478
-8.05955,-34.95741865979382
-8.05955,-34.957368006872855
-8.05955,-34.95731735395189
-8.05955,-34.95726670103093
-8.05955,-34.95721604810997
-8.05955,-34.95716539518901
-8.05955,-34.95711474226805
-8.05955,-34.95706408934708
-8.05955,-34.95701343642612
-8.05955,-34.956962783505155
-8.05955,-34.95691213058419
-8.05955,-34.95686147766323
-8.05955,-34.95681082474227
-8.05955,-34.95676017182131
-8.05955,-34.95670951890035
-8.05955,-34.956658865979385
-8.05955,-34.95660821305842
-8.05955,-34.95655756013746
-8.05955,-34.9565069072165
-8.05955,-34.95645625429553
-8.05955,-34.95640560137457
-8.05955,-34.95635494845361
-8.05955,-34.95630429553265
-8.05955,-34.956253642611685
-8.05955,-34.95620298969072
-8.05955,-34.95615233676976
-8.05955,-34.9561016838488
-8.05955,-34.95605103092784
-8.05955,-34.95600037800688
-8.05955,-34.955949725085915
-8.05955,-34.955899072164954
-8.05955,-34.955848419243985
-8.05955,-34.95579776632302
-8.05955,-34.95574711340206
-8.05955,-34.9556964604811
-8.05955,-34.95564580756014
-8.05955,-34.95559515463918
-8.05955,-34.955544501718215
-8.05955,-34.95549384879725
-8.05955,-34.95544319587629
-8.05955,-34.95539254295533
-8.05955,-34.95534189003437
-8.05955,-34.95529123711341
-8.05955,-34.95524058419244
-8.05955,-34.95518993127148
-8.05955,-34.955139278350515
-8.05955,-34.95508862542955
-8.05955,-34.95503797250859
-8.05955,-34.95498731958763
-8.05955,-34.95493666666667
-8.05955,-34.95488601374571
-8.05955,-34.954835360824745
-8.05955,-34.954784707903784
-8.05955,-34.95473405498282
-8.05955,-34.95468340206186
-8.05955,-34.9546327491409
-8.05955,-34.95458209621993
-8.05955,-34.95453144329897
-8.05955,-34.95448079037801
-8.05955,-34.954430137457045
-8.05955,-34.954379484536084
-8.05955,-34.95432883161512
-8.05955,-34.95427817869416
-8.05955,-34.9542275257732
-8.05955,-34.95417687285224
-8.05955,-34.954126219931275
-8.05955,-34.954075567010314
-8.05955,-34.95402491408935
-8.05955,-34.95397426116838
-8.05955,-34.95392360824742
-8.05955,-34.95387295532646
-8.05955,-34.9538223024055
-8.05955,-34.95377164948454
-8.05955,-34.953720996563575
-8.05955,-34.953670343642614
-8.05955,-34.95361969072165
-8.05955,-34.95356903780069
-8.05955,-34.95351838487973
-8.05955,-34.95346773195877
-8.05955,-34.953417079037806
-8.05955,-34.95336642611684
-8.05955,-34.953315773195875
-8.05955,-34.953265120274914
-8.05955,-34.95321446735395
-8.05955,-34.95316381443299
-8.05955,-34.95311316151203
-8.05955,-34.95306250859107
-8.05955,-34.953011855670105
-8.05955,-34.952961202749144
-8.05955,-34.95291054982818
-8.05955,-34.95285989690722
-8.05955,-34.95280924398626
-8.05955,-34.95275859106529
-8.05955,-34.95270793814433
-8.05955,-34.95265728522337
-8.05955,-34.952606632302405
-8.05955,-34.952555979381444
-8.05955,-34.95250532646048
-8.05955,-34.95245467353952
-8.05955,-34.95240402061856
-8.05955,-34.9523533676976
-8.05955,-34.952302714776636
-8.05955,-34.952252061855674
-8.05955,-34.95220140893471
-8.05955,-34.952150756013744
-8.05955,-34.95210010309278
-8.05955,-34.95204945017182
-8.05955,-34.95199879725086
-8.05955,-34.9519481443299
-8.05955,-34.951897491408936
-8.05955,-34.951846838487974
-8.05955,-34.95179618556701
-8.05955,-34.95174553264605
-8.05955,-34.95169487972509
-8.05955,-34.95164422680413
-8.05955,-34.951593573883166
-8.05955,-34.9515429209622
-8.05955,-34.951492268041235
-8.05955,-34.951441615120274
-8.05955,-34.95139096219931
-8.05955,-34.95134030927835
-8.05955,-34.95128965635739
-8.05955,-34.95123900343643
-8.05955,-34.951188350515466
-8.05955,-34.951137697594504
-8.05955,-34.95108704467354
-8.05955,-34.95103639175258
-8.05955,-34.95098573883162
-8.05955,-34.95093508591065
-8.05955,-34.95088443298969
-8.05955,-34.95083378006873
-8.05955,-34.950783127147766
-8.05955,-34.950732474226804
-8.05955,-34.95068182130584
-8.05955,-34.95063116838488
-8.05955,-34.95058051546392
-8.05955,-34.95052986254296
-8.05955,-34.950479209621996
-8.05955,-34.950428556701034
