lat,lon,rssi_1_1,rssi_2_1,rssi_3_1
-8.058909512195122,-34.954272702702696,-88.59124716045883,-83.81679454371437,-72.12661370221394
-8.058909512195122,-34.953874324324325,-88.54196953150924,-83.37686609933391,-72.93597036927954
-8.058909512195122,-34.95347594594595,-88.501916241446,-82.92930236461353,-73.73669269664722
-8.058909512195122,-34.953077567567576,-88.4712407836247,-82.47439804021289,-74.52306597389273
-8.058909512195122,-34.95267918918919,-88.4500620434568,-82.01257491583303,-75.29131538174934
-8.058909512195122,-34.95228081081081,-88.43846278026047,-81.54440938668051,-76.03910138019714
-8.058909512195122,-34.951882432432434,-88.43648855662599,-81.07066467798123,-76.76512456988198
-8.058909512195122,-34.951484054054056,-88.44414714415342,-80.59232814144514,-77.46882565559667
-8.058909512195122,-34.95108567567568,-88.46140842174387,-80.11065376776406,-78.15016231623386
-8.058909512195122,-34.9506872972973,-88.48820476923993,-79.62720967754274,-78.80944569186676
-8.058909512195122,-34.95028891891892,-88.52443194565083,-79.14392974522912,-79.44722188003448
-8.058909512195122,-34.94989054054055,-88.5699504281632,-78.66316760445292,-80.06418683591673
-8.058909512195122,-34.94949216216217,-88.62458717623599,-78.1877500112399,-80.6611257853499
-8.058909512195122,-34.94909378378379,-88.68813777467935,-77.72102486446113,-81.23887048897052
-8.058909512195122,-34.948695405405395,-88.76036890136959,-77.26689713251557,-81.79826943568537
-8.058909512195122,-34.948297027027024,-88.84102105922682,-76.82984367535121,-82.34016736160473
-8.058909512195122,-34.947898648648646,-88.9298115085501,-76.41489585602932,-82.865391469895
-8.058909512195122,-34.94750027027027,-89.02643733457407,-76.02757755284131,-83.37474244642291
-8.058909512195122,-34.94710189189189,-89.13057858630253,-75.67378663786448,-83.86898889228544
-8.058909512195122,-34.94670351351351,-89.24190142585567,-75.35961126227576,-84.34886417447726
-8.058909512195122,-34.946305135135134,-89.36006123232124,-75.09107927168029,-84.81506497462445
-8.058909512195122,-34.94590675675676,-89.48470561037419,-74.87384991768218,-85.2682510147257
-8.058909512195122,-34.94550837837838,-89.6154772610119,-74.71287051993323,-85.70904558514647
-8.058589268292682,-34.95985,-89.8594966097152,-89.06258926740591,-67.839583169442
-8.058589268292682,-34.959451621621625,-89.70545481635551,-88.72211729931652,-67.10111666353325
-8.058589268292682,-34.959053243243254,-89.55638469249786,-88.37478996781567,-66.47498565078209
-8.058589268292682,-34.95865486486487,-89.41266220563978,-88.02039762556836,-65.99875227255399
-8.058589268292682,-34.95825648648649,-89.27466787794535,-87.65872848009897,-65.7064222794309
-8.058589268292682,-34.95785810810811,-89.14278445684661,-87.28957004075514,-65.62151011198503
-8.058589268292682,-34.95745972972973,-89.01739432482475,-86.91271097711163,-65.75125227014615
-8.058589268292682,-34.95706135135136,-88.89887666487104,-86.5279434843699,-66.08466711302766
-8.058589268292682,-34.95666297297298,-88.78760440672335,-86.13506627232113,-66.59546992381385
-8.058589268292682,-34.9562645945946,-88.68394098821418,-85.73388832092962,-67.2483460773215
-8.058589268292682,-34.95586621621621,-88.58823697494338,-85.32423357576764,-68.00577448459883
-8.058589268292682,-34.95546783783784,-88.50082659065015,-84.90594679495103,-68.83318256029116
-8.058589268292682,-34.95506945945946,-88.42202421840233,-84.47890080255019,-69.70169216411976
-8.058589268292682,-34.95467108108108,-88.35212093980323,-84.04300545696373,-70.5888528607201
-8.058589268292682,-34.954272702702696,-88.29138118410992,-83.59821870186397,-71.47815549170227
-8.058589268292682,-34.953874324324325,-88.24003956226923,-83.14456013685518,-72.35801819874129
-8.058589268292682,-34.95347594594595,-88.19829796078383,-82.68212761895302,-73.22067991421144
-8.058589268292682,-34.953077567567576,-88.1663229679582,-82.21111748454331,-74.06121259069792
-8.058589268292682,-34.95267918918919,-88.14424369929165,-81.73184905496609,-74.87672287146529
-8.058589268292682,-34.95228081081081,-88.13215008042849,-81.24479414758,-75.6657428779923
-8.058589268292682,-34.951882432432434,-88.13009163500215,-80.75061233706245,-76.42778164296985
-8.058589268292682,-34.951484054054056,-88.1380768113599,-80.25019267021366,-77.16300247906605
-8.058589268292682,-34.95108567567568,-88.1560728672834,-79.74470238432278,-77.87199467181765
-8.058589268292682,-34.9506872972973,-88.18400631606582,-79.2356428518595,-78.55561389674594
-8.058589268292682,-34.95028891891892,-88.22176392112158,-78.72491238401113,-79.21487185229967
-8.058589268292682,-34.94989054054055,-88.26919421117137,-78.21487456406436,-79.8508607487806
-8.058589268292682,-34.94949216216217,-88.32610947384188,-77.70842932426774,-80.46470230082693
-8.058589268292682,-34.94909378378379,-88.39228817352628,-77.2090819154528,-81.05751385250616
-8.058589268292682,-34.948695405405395,-88.46747772981698,-76.7210021944239,-81.6303864264645
-8.058589268292682,-34.948297027027024,-88.55139758600961,-76.24906337031553,-82.1843710327762
-8.058589268292682,-34.947898648648646,-88.64374249332712,-75.79884587808931,-82.72047066603037
-8.058589268292682,-34.94750027027027,-88.74418593560401,-75.37658917940587,-83.23963618874234
-8.058589268292682,-34.94710189189189,-88.85238362094901,-74.98907333177274,-83.74276484070549
-8.058589268292682,-34.94670351351351,-88.9679769710603,-74.64341486275873,-84.23070049341072
-8.058589268292682,-34.946305135135134,-89.09059654490284,-74.34676960160093,-84.70423503561526
-8.058589268292682,-34.94590675675676,-89.21986534121046,-74.10594958236808,-85.16411046288971
-8.058589268292682,-34.94550837837838,-89.35540193265578,-73.92698085118727,-85.61102137693834
-8.058269024390244,-34.95985,-89.61342231392487,-88.96235280339621,-66.75341866890957
-8.058269024390244,-34.959451621621625,-89.45406628641888,-88.6170828548633,-65.88986045734342
-8.058269024390244,-34.959053243243254,-89.29974227876278,-88.26462244567475,-65.14539082534185
-8.058269024390244,-34.95865486486487,-89.15084857814273,-87.90473193580084,-64.57069099225447
-8.058269024390244,-34.95825648648649,-89.00778932161438,-87.53716638631522,-64.21396242288247
-8.058269024390244,-34.95785810810811,-88.87097201507157,-87.16167664991508,-64.1097485128946
-8.058269024390244,-34.95745972972973,-88.74080475134187,-86.77801083629359,-64.26887290773905
-8.058269024390244,-34.95706135135136,-88.61769314325815,-86.38591624684946,-64.67494569718221
-8.058269024390244,-34.95666297297298,-88.50203699755906,-85.98514189558657,-65.28959120799226
-8.058269024390244,-34.9562645945946,-88.39422676612776,-85.57544176187372,-66.06322100649388
-8.058269024390244,-34.95586621621621,-88.29463982181363,-85.15657895402094,-66.94579603773693
-8.058269024390244,-34.95546783783784,-88.20363661696277,-84.72833100592663,-67.89388211273787
-8.058269024390244,-34.95506945945946,-88.1215567923274,-84.29049657961784,-68.87346962485108
-8.058269024390244,-34.95467108108108,-88.04871531269691,-83.84290390967274,-69.85986271048878
-8.058269024390244,-34.954272702702696,-87.98539871189396,-83.38542139914043,-70.83617868986185
-8.058269024390244,-34.953874324324325,-87.9318615335979,-82.91797086538838,-71.79150702249277
-8.058269024390244,-34.95347594594595,-87.88832305533367,-82.44054403533167,-72.71924260868761
-8.058269024390244,-34.953077567567576,-87.85496438026101,-81.95322300456397,-73.61576280002546
-8.058269024390244,-34.95267918918919,-87.83192597520545,-81.4562054957373,-74.479449185015
-8.058269024390244,-34.95228081081081,-87.81930572376942,-80.94983587411079,-75.30999413331796
-8.058269024390244,-34.951882432432434,-87.81715755032897,-80.43464297867041,-76.10792213064596
-8.058269024390244,-34.951484054054056,-87.82549065525023,-79.91138588189943,-76.87426533081859
-8.058269024390244,-34.95108567567568,-87.84426938390058,-79.38110864613296,-77.61034670874218
-8.058269024390244,-34.9506872972973,-87.87341373343875,-78.8452049278574,-78.31763700411594
-8.058269024390244,-34.95028891891892,-87.91280048222995,-78.30549278117775,-78.9976617264598
-8.058269024390244,-34.94989054054055,-87.96226490876214,-77.7642990764553,-79.65194187485702
-8.058269024390244,-34.94949216216217,-88.02160305018396,-77.22455138581935,-80.28195723166613
-8.058269024390244,-34.94909378378379,-88.0905744366768,-76.68987277533972,-80.88912468212257
-8.058269024390244,-34.948695405405395,-88.16890522672526,-76.16467149492419,-81.47478646334429
-8.058269024390244,-34.948297027027024,-88.25629166072832,-75.65421301836002,-82.04020490735246
-8.058269024390244,-34.947898648648646,-88.35240374636922,-75.16465653199324,-82.58656136733029
-8.058269024390244,-34.94750027027027,-88.45688908842627,-74.70303266294243,-83.11495777464017
-8.058269024390244,-34.94710189189189,-88.56937677855174,-74.27713569382834,-83.62641978837684
-8.058269024390244,-34.94670351351351,-88.68948126580449,-73.89530440184572,-84.12190084583253
-8.058269024390244,-34.946305135135134,-88.81680613647285,-73.56607419297129,-84.6022866573937
-8.058269024390244,-34.94590675675676,-88.95094774106082,-73.29770189357293,-85.0683998486194
-8.058269024390244,-34.94550837837838,-89.09149861666535,-73.09759313874704,-85.52100455993241
-8.057948780487804,-34.95985,-89.36432949024706,-88.86664152096861,-65.62004200099199
-8.057948780487804,-34.959451621621625,-89.19940518643543,-88.5167255761593,-64.6016915349111
-8.057948780487804,-34.959053243243254,-89.03956800589609,-88.15928805708799,-63.70518803766781
-8.057948780487804,-34.95865486486487,-88.88523996919105,-87.79405882131039,-62.99960018552051
-8.057948780487804,-34.95825648648649,-88.73685044283965,-87.42075908081296,-62.55501207765775
-8.057948780487804,-34.95785810810811,-88.59483350229834,-87.03910208679685,-62.424106199156256
-8.057948780487804,-34.95745972972973,-88.45962494814898,-86.64879414098044,-62.62379634214642
-8.057948780487804,-34.95706135135136,-88.33165899005988,-86.24953602383414,-63.12854524281548
-8.057948780487804,-34.95666297297298,-88.21136462457795,-85.8410249536565,-63.880309046144404
-8.057948780487804,-34.9562645945946,-88.0991617454819,-85.42295722039657,-64.80787849543921
-8.057948780487804,-34.95586621621621,-87.99545703797313,-84.99503167383403,-65.84408534787681
-8.057948780487804,-34.95546783783784,-87.90063972110323,-84.55695429326545,-66.93494086055135
-8.057948780487804,-34.95506945945946,-87.81507721459988,-84.1084441219499,-68.04152296906278
-8.057948780487804,-34.95467108108108,-87.73911081699771,-83.64924092203745,-69.13795977678103
-8.057948780487804,-34.954272702702696,-87.67305148984207,-83.179114992699,-70.20823565605336
-8.057948780487804,-34.953874324324325,-87.6171758483282,-82.69787970209757,-71.24320824098446
-8.057948780487804,-34.95347594594595,-87.57172245994983,-82.20540741284205,-72.2382877124261
-8.057948780487804,-34.953077567567576,-87.5368885504825,-81.70164963402988,-73.19178716463765
-8.057948780487804,-34.95267918918919,-87.51282720964662,-81.18666240868845,-74.10380775676825
-8.057948780487804,-34.95228081081081,-87.49964517773373,-80.66063814042676,-74.97550803022949
-8.057948780487804,-34.951882432432434,-87.49740127944449,-80.12394526238043,-75.80863484037232
-8.057948780487804,-34.951484054054056,-87.50610555270731,-79.57717733197126,-76.60522726364457
-8.057948780487804,-34.95108567567568,-87.52571909945416,-79.02121324683563,-77.3674329414464
-8.057948780487804,-34.9506872972973,-87.55615466296541,-78.45729024185883,-78.09739674100587
-8.057948780487804,-34.95028891891892,-87.59727791390762,-77.88709101659603,-78.79719557149741
-8.057948780487804,-34.94989054054055,-87.64890940550987,-77.31284556068601,-79.46880243934001
-8.057948780487804,-34.94949216216217,-87.71082713891474,-76.73744671983718,-80.11406885268269
-8.057948780487804,-34.94909378378379,-87.78276966307436,-76.16457591917265,-80.73471858214427
-8.057948780487804,-34.948695405405395,-87.86443962087932,-75.59883133679372,-81.3323482969397
-8.057948780487804,-34.948297027027024,-87.95550764458505,-75.04584487492153,-81.908432213948
-8.057948780487804,-34.947898648648646,-88.05561649929717,-74.51236650596331,-82.46432894114494
-8.057948780487804,-34.94750027027027,-88.16438537322819,-74.00628571828796,-83.00128936947962
-8.057948780487804,-34.94710189189189,-88.28141421726963,-73.53655189221365,-83.52046490241241
-8.057948780487804,-34.94670351351351,-88.40628804339181,-73.11295232392277,-84.02291559286525
-8.057948780487804,-34.946305135135134,-88.53858110110747,-72.7457137329703,-84.50961793652903
-8.057948780487804,-34.94590675675676,-88.67786086269146,-72.44491596861224,-84.98147218659679
-8.057948780487804,-34.94550837837838,-88.82369176035593,-72.21974738209573,-85.43930912799371
-8.057628536585367,-34.95985,-89.11219684318459,-88.77565267056798,-64.4459688992817
-8.057628536585367,-34.959451621621625,-88.94143582222904,-88.42126058530701,-63.23544368427359
-8.057628536585367,-34.959053243243254,-88.77581073101558,-88.05902173424272,-62.14100497822757
-8.057628536585367,-34.95865486486487,-88.61576881005857,-87.68863519760836,-61.257179558244616
-8.057628536585367,-34.95825648648649,-88.4617663711324,-87.30978789911279,-60.68862151140101
-8.057628536585367,-34.95785810810811,-88.31426600160731,-86.92215483867722,-60.51933522308225
-8.057628536585367,-34.95745972972973,-88.17373336931911,-86.52539959111314,-60.77722102812953
-8.057628536585367,-34.95706135135136,-88.04063364050683,-86.11917515419901,-61.420325784135244
-8.057628536585367,-34.95666297297298,-87.91542753649199,-85.70312525336846,-62.357152869846516
-8.057628536585367,-34.9562645945946,-87.79856706963304,-85.27688623995763,-63.483149667861966
-8.057628536585367,-34.95586621621621,-87.69049101399403,-84.84008975786756,-64.70822437214561
-8.057628536585367,-34.95546783783784,-87.59162018193888,-84.39236640278043,-65.96695013281496
-8.057628536585367,-34.95506945945946,-87.50235259225789,-83.93335065887223,-67.21705358992658
-8.057628536585367,-34.95467108108108,-87.4230586286701,-83.46268747790381,-68.43368079446073
-8.057628536585367,-34.954272702702696,-87.35407629785365,-82.98004096328091,-69.60365680176179
-8.057628536585367,-34.953874324324325,-87.29570670325393,-82.48510574821819,-70.7211139586995
-8.057628536585367,-34.95347594594595,-87.24820985351394,-81.9776218115721,-71.78453706264371
-8.057628536585367,-34.953077567567576,-87.21180092215579,-81.45739366831756,-72.79488624798353
-8.057628536585367,-34.95267918918919,-87.18664706760919,-80.92431510358895,-73.75444658193427
-8.057628536585367,-34.95228081081081,-87.17286491001619,-80.37840089599925,-74.66614008987537
-8.057628536585367,-34.951882432432434,-87.17051874354655,-79.81982728888673,-75.53312330890435
-8.057628536585367,-34.951484054054056,-87.17961954119195,-79.24898330466476,-76.35855821189162
-8.057628536585367,-34.95108567567568,-87.20012478424118,-78.6665353164405,-77.14548725930598
-8.057628536585367,-34.9506872972973,-87.23193912195771,-78.07350751954164,-77.89677037962358
-8.057628536585367,-34.95028891891892,-87.27491584005344,-77.47138094780388,-78.6150583187165
-8.057628536585367,-34.94989054054055,-87.32885909088199,-76.86221323113361,-79.30278692926728
-8.057628536585367,-34.94949216216217,-87.39352681504721,-76.24878003825032,-79.9621831148556
-8.057628536585367,-34.94909378378379,-87.46863426467067,-75.63473657767909,-80.59527686900717
-8.057628536585367,-34.948695405405395,-87.55385802386473,-75.02479296349227,-81.20391611066199
-8.057628536585367,-34.948297027027024,-87.64884041217636,-74.42488993844663,-81.78978239027904
-8.057628536585367,-34.947898648648646,-87.75319415243462,-73.84235083243018,-82.35440637505059
-8.057628536585367,-34.94750027027027,-87.86650718516046,-73.2859719576497,-82.89918252439304
-8.057628536585367,-34.94710189189189,-87.98834751699121,-72.76599891077814,-83.42538267144758
-8.057628536585367,-34.94670351351351,-88.11826799970146,-72.29392546027631,-83.93416840331227
-8.057628536585367,-34.946305135135134,-88.2558109484728,-71.8820534826946,-84.42660223702472
-8.057628536585367,-34.94590675675676,-88.40051252229179,-71.54277764919091,-84.90365764552217
-8.057628536585367,-34.94550837837838,-88.55190680443397,-71.28761502522505,-85.36622801544024
-8.057308292682926,-34.95985,-88.85700801321153,-88.68957954459282,-63.24462392986037
-8.057308292682926,-34.959451621621625,-88.68012661642919,-88.33089913972529,-61.795997007644445
-8.057308292682926,-34.959053243243254,-88.5084224613247,-87.96405472022914,-60.44100104925849
-8.057308292682926,-34.95865486486487,-88.34236956575435,-87.58871457252039,-59.307938474997314
-8.057308292682926,-34.95825648648649,-88.18245300544342,-87.20453118644349,-58.55713395603948
-8.057308292682926,-34.95785810810811,-88.0291659592643,-86.81114099369825,-58.3298542588778
-8.057308292682926,-34.95745972972973,-87.88300629483871,-86.4081642999605,-58.67537843359099
-8.057308292682926,-34.95706135135136,-87.74447270376456,-85.99520548382361,-59.52004674423395
-8.057308292682926,-34.95666297297298,-87.61406041102478,-85.57185355853767,-60.712506895887486
-8.057308292682926,-34.9562645945946,-87.49225650033534,-85.13768322189918,-62.09633771987993
-8.057308292682926,-34.95586621621621,-87.37953491501779,-84.69225655699123,-63.55259327465728
-8.057308292682926,-34.95546783783784,-87.27635121288773,-84.23512559658363,-65.00612104984488
-8.057308292682926,-34.95506945945946,-87.18313717112937,-83.76583602725196,-66.4153854114171
-8.057308292682926,-34.95467108108108,-87.10029535388091,-83.28393239321474,-67.76038391408471
-8.057308292682926,-34.954272702702696,-87.02819376805047,-82.78896526658366,-69.03361812485517
-8.057308292682926,-34.953874324324325,-86.96716074257742,-82.28050099068705,-70.23438254659101
-8.057308292682926,-34.95347594594595,-86.9174801702745,-81.75813478088975,-71.36542533672008
-8.057308292682926,-34.953077567567576,-86.87938724972949,-81.22150819651375,-72.43107853755996
-8.057308292682926,-34.95267918918919,-86.85306485661286,-80.67033228509055,-73.43624320105036
-8.057308292682926,-34.95228081081081,-86.83864065900585,-80.10441806012639,-74.38585691363764
-8.057308292682926,-34.951882432432434,-86.83618507083636,-79.52371641097434,-75.28462893564071
-8.057308292682926,-34.951484054054056,-86.84571011158934,-78.92837005868566,-76.13692178234726
-8.057308292682926,-34.95108567567568,-86.86716921086136,-78.31878074548743,-76.94671152888884
-8.057308292682926,-34.9506872972973,-86.90045796434515,-77.69569542139834,-77.71758917382306
-8.057308292682926,-34.95028891891892,-86.94541581567054,-77.06031565109905,-78.45278221561139
-8.057308292682926,-34.94989054054055,-87.00182860765099,-76.41443457391097,-79.15518500796978
-8.057308292682926,-34.94949216216217,-87.06943191891551,-75.76060510463037,-79.82739173441928
-8.057308292682926,-34.94909378378379,-87.14791507906392,-75.10234099325535,-80.47172879516063
-8.057308292682926,-34.948695405405395,-87.23692573820182,-74.44434786475793,-81.09028504796171
-8.057308292682926,-34.948297027027024,-87.33607485599174,-73.79277308817211,-81.68493925337197
-8.057308292682926,-34.947898648648646,-87.4449419709697,-73.15544980056725,-82.25738456658857
-8.057308292682926,-34.94750027027027,-87.56308061264048,-72.54209072024119,-82.80915017200553
-8.057308292682926,-34.94710189189189,-87.69002372633818,-71.96436265263415,-83.34162027879748
-8.057308292682926,-34.94670351351351,-87.82528899237977,-71.43574840173933,-83.85605074289387
-8.057308292682926,-34.946305135135134,-87.96838393653465,-70.97109171250622,-84.35358358834762
-8.057308292682926,-34.94590675675676,-88.11881074589365,-70.5857425224931,-84.83525968884467
-8.057308292682926,-34.94550837837838,-88.27607072291332,-70.29429400801162,-85.30202984717747
-8.056988048780488,-34.95985,-88.59875238527019,-88.6086103134214,-62.04013825900611
-8.056988048780488,-34.959451621621625,-88.41545089013087,-88.24584732054015,-60.299894236922086
-8.056988048780488,-34.959053243243254,-88.2373590899872,-87.87461308949892,-58.60010722656675
-8.056988048780488,-34.95865486486487,-88.06497940420007,-87.49454537619226,-57.10880563741682
-8.056988048780488,-34.95825648648649,-87.89882759415391,-87.10526241164564,-56.07619228742509
-8.056988048780488,-34.95785810810811,-87.73942965219095,-86.70636211008716,-55.755390277736936
-8.056988048780488,-34.95745972972973,-87.58731816202786,-86.29742138716375,-56.241505318157195
-8.056988048780488,-34.95706135135136,-87.4430281354337,-85.87799564789896,-57.393662520400824
-8.056988048780488,-34.95666297297298,-87.30709234739149,-85.44761852496,-58.94727792046986
-8.056988048780488,-34.9562645945946,-87.18003621201015,-85.0058019750187,-60.66653219410958
-8.056988048780488,-34.95586621621621,-87.06237226262613,-84.55203687666014,-62.40174659478477
-8.056988048780488,-34.95546783783784,-86.95459432219062,-84.08579432197058,-64.07596196062269
-8.056988048780488,-34.95506945945946,-86.85717147157999,-83.60652785618365,-65.6565956413975
-8.056988048780488,-34.95467108108108,-86.77054194399642,-83.11367700521083,-67.1343477554556
-8.056988048780488,-34.954272702702696,-86.69510709030055,-82.60667254128023,-68.5110130589915
-8.056988048780488,-34.953874324324325,-86.63122557261505,-82.0849440851791,-69.79313795243166
