lat,lon,rssi_1_1,rssi_1_2,rssi_1_3,rssi_2_1,rssi_2_2,rssi_2_3,rssi_3_1,rssi_3_2,rssi_3_3
-8.05938987804878,-34.956013561643836,-91.49448809523811,-97.84522619047607,-92.09047619047607,-99.2567361111113,-89.74797916666667,-92.49582142857142,-88.29272222222217,-72.69663999999995,-88.56889583333333
-8.05938987804878,-34.955811643835624,-92.87350000000005,-97.10727380952375,-92.0720714285714,-98.83486111111111,-89.27372916666657,-92.03660714285719,-89.89019444444443,-71.74141666666665,-90.77695833333333
-8.05938987804878,-34.9556097260274,-93.02767857142864,-97.04605952380949,-92.27542857142855,-98.73074999999994,-89.28677083333325,-91.82353571428577,-89.68309722222226,-71.66286666666664,-90.80595833333336
-8.05938987804878,-34.95540780821918,-93.11886904761909,-97.03370238095235,-92.23510714285713,-98.69413888888883,-89.42079166666657,-91.71204761904768,-89.5406805555556,-71.72556666666664,-91.00056250000004
-8.05938987804878,-34.95520589041096,-92.95771428571432,-97.04655952380959,-91.82609523809523,-98.51779166666657,-89.57564583333321,-91.74197619047625,-90.67431944444448,-71.36368333333333,-92.35556250000005
-8.05938987804878,-34.95500397260274,-92.54784523809533,-96.39269047619047,-90.91634523809525,-98.45014285714278,-89.1763541666666,-91.39105952380959,-91.1830972222222,-74.37108333333336,-94.21199999999999
-8.05938987804878,-34.95480205479452,-92.11235714285725,-96.25379761904763,-90.8586190476191,-98.5574027777777,-89.88410416666662,-91.65410714285717,-91.98637500000001,-73.64428333333335,-94.2796458333333
-8.05938987804878,-34.9546001369863,-91.6547857142858,-95.78695238095237,-90.41284523809523,-98.73763888888882,-88.50554166666662,-91.63027380952384,-93.95380555555562,-75.11301666666672,-94.77675000000002
-8.05938987804878,-34.954398219178074,-91.46939285714294,-95.61511904761902,-90.06755952380949,-98.7920833333333,-87.88272916666659,-91.68330952380954,-94.64330555555561,-75.63820000000007,-95.0157291666667
-8.05938987804878,-34.954196301369855,-91.6272857142858,-95.50126190476189,-89.92034523809524,-98.83923611111112,-87.89895833333325,-91.54377380952381,-94.9171666666667,-74.84313333333345,-95.23970833333334
-8.05938987804878,-34.95399438356164,-91.16811904761919,-95.30319047619052,-89.58422619047613,-98.811875,-87.7947916666666,-92.04483333333343,-94.14900000000004,-75.02583333333345,-95.11395833333333
-8.05938987804878,-34.95379246575342,-91.19686904761913,-95.28015476190483,-89.65769047619045,-98.82475000000001,-87.89579166666657,-90.60604761904769,-94.08162500000005,-75.09475000000013,-94.48020833333334
-8.05938987804878,-34.953590547945204,-91.70602380952378,-94.89667857142867,-91.7827976190477,-98.90875000000001,-86.23779166666651,-90.22611904761912,-95.002375,-76.5067500000001,-94.72310416666656
-8.05938987804878,-34.953388630136985,-91.65523809523812,-94.75198809523818,-91.49114285714293,-99.00429166666667,-85.65793749999985,-89.97686904761912,-95.65306944444441,-76.77766666666678,-94.77789583333323
-8.05938987804878,-34.953186712328765,-93.30939285714273,-92.4382261904761,-91.41392857142864,-96.59270436507923,-83.22815277777781,-84.38552380952382,-90.81049999999995,-79.66509027777778,-94.86166666666661
-8.05938987804878,-34.952984794520546,-93.76908333333319,-92.11984523809515,-91.50848809523815,-96.4534960317459,-82.7459652777778,-84.18136904761904,-90.71708333333326,-79.57609027777777,-94.82281249999993
-8.05938987804878,-34.95278287671233,-93.9642976190475,-91.79747619047606,-91.52902380952386,-96.18531547619033,-82.06761111111116,-82.51561904761905,-90.77305787037031,-80.04120088383839,-95.32012499999992
-8.05938987804878,-34.95258095890411,-94.19213095238088,-91.39440476190461,-91.96230952380955,-96.25221825396812,-79.6477777777778,-84.2933333333334,-91.64566898148136,-80.8206342171717,-95.67029166666663
-8.05938987804878,-34.95237904109589,-94.1127499999999,-91.18999999999986,-92.04338095238099,-96.26195039682531,-78.73829861111116,-84.42778571428582,-92.2116134259258,-81.13076616161614,-95.89775
-8.05938987804878,-34.952177123287676,-93.97434523809521,-91.21994047619033,-92.14383333333332,-96.18685317460309,-77.60571527777793,-85.58721428571435,-92.16841898148137,-81.73303282828277,-96.07814583333325
-8.05938987804878,-34.95197520547946,-95.3396071428571,-90.83791666666652,-92.72435714285724,-95.94588095238092,-80.14740277777791,-85.84826190476198,-92.18729398148136,-79.49838282828277,-96.15654166666666
-8.05938987804878,-34.95177328767124,-96.09000992063484,-89.56635497835482,-92.21636984126987,-95.80171428571437,-80.27465694444457,-84.8248660714286,-91.95478240740728,-83.41963737373734,-96.08129166666657
