lat,lon,pontoId
-8.05955,-34.95985,6849.0
-8.05955,-34.94516065292096,8249.0
-8.05955,-34.95985,7492.0
-8.05955,-34.950073986254296,9591.0
-8.046460399999999,-34.95985,7725.0
-8.05955,-34.95985,7104.0
-8.05955,-34.94516065292096,6665.0
-8.046460399999999,-34.95985,8971.0
-8.05955,-34.95985,6803.0
-8.046460399999999,-34.94516065292096,8931.0
-8.05955,-34.95985,6782.0
-8.05955,-34.95985,7052.0
-8.046460399999999,-34.95985,8816.0
-8.046460399999999,-34.95985,9055.0
-8.05955,-34.95985,7739.0
-8.059348,-34.94516065292096,7706.0
-8.05955,-34.94516065292096,8101.0
-8.046460399999999,-34.95985,9544.0
-8.05955,-34.94516065292096,8167.0
-8.046460399999999,-34.95985,9637.0
-8.05955,-34.94516065292096,9446.0
-8.05955,-34.94516065292096,8211.0
-8.046460399999999,-34.95985,9210.0
-8.05955,-34.95985,7105.0
-8.046460399999999,-34.95985,7420.0
-8.05955,-34.95985,7173.0
-8.046460399999999,-34.95985,7478.0
-8.046460399999999,-34.94516065292096,9242.0
-8.05955,-34.94516065292096,7899.0
-8.05955,-34.94516065292096,9315.0
-8.057772400000001,-34.94516065292096,7878.0
-8.05955,-34.94516065292096,7889.0
-8.046460399999999,-34.95985,9622.0
-8.05955,-34.94516065292096,6622.0
-8.046460399999999,-34.95985,8159.0
-8.046460399999999,-34.94516065292096,9193.0
-8.046460399999999,-34.95985,8784.0
-8.046460399999999,-34.95985,7205.0
-8.046460399999999,-34.95985,8179.0
-8.047834,-34.95985,7120.0
-8.05955,-34.95985,7587.0
-8.046460399999999,-34.95985,9519.0
-8.046460399999999,-34.95985,8937.0
-8.05955,-34.94516065292096,6625.0
-8.05955,-34.94516065292096,6635.0
-8.05955,-34.94516065292096,6934.0
-8.046460399999999,-34.95985,7809.0
-8.046460399999999,-34.95985,8666.0
-8.05955,-34.94516065292096,7900.0
-8.05955,-34.94516065292096,6993.0
-8.046460399999999,-34.95985,8539.0
-8.04743,-34.95985,8046.0
-8.046460399999999,-34.95985,7772.0
-8.05955,-34.94516065292096,8728.0
-8.05955,-34.949972680412365,7349.0
-8.05955,-34.94516065292096,8736.0
-8.046460399999999,-34.95985,8343.0
-8.046460399999999,-34.95985,8756.0
-8.05955,-34.95985,6769.0
-8.046460399999999,-34.95985,9132.0
-8.046460399999999,-34.95985,8876.0
-8.046460399999999,-34.95985,8722.0
-8.05955,-34.94516065292096,8482.0
-8.05955,-34.94516065292096,9338.0
-8.05955,-34.94516065292096,8651.0
-8.05955,-34.94516065292096,8308.0
-8.05955,-34.94516065292096,6673.0
-8.046460399999999,-34.95985,9348.0
-8.046460399999999,-34.95985,8806.0
-8.046460399999999,-34.95954608247423,9385.0
-8.05955,-34.94516065292096,7649.0
-8.05955,-34.94516065292096,8807.0
-8.046460399999999,-34.95985,9314.0
-8.046460399999999,-34.95985,9144.0
-8.05955,-34.94516065292096,8883.0
-8.05955,-34.95985,7045.0
-8.05955,-34.95985,7107.0
-8.05955,-34.94516065292096,7765.0
-8.05955,-34.94516065292096,6705.0
-8.05955,-34.95985,6841.0
-8.05955,-34.94516065292096,7991.0
-8.05955,-34.94516065292096,8401.0
-8.046460399999999,-34.95985,9449.0
-8.046460399999999,-34.95985,8759.0
-8.046460399999999,-34.95985,9621.0
