lat,lon,pontoId
-8.046658727272726,-34.95985,8998.0
-8.046658727272726,-34.95985,9361.0
-8.05955,-34.94541081632653,7693.0
-8.05955,-34.94541081632653,6959.0
-8.05955,-34.94541081632653,8456.0
-8.05955,-34.94541081632653,7570.0
-8.05955,-34.94541081632653,9198.0
-8.05955,-34.95985,7775.0
-8.05955,-34.94932142857143,6728.0
-8.046658727272726,-34.95985,8580.0
-8.046658727272726,-34.95985,9368.0
-8.05955,-34.94541081632653,8949.0
-8.046658727272726,-34.95985,8460.0
-8.046658727272726,-34.95985,7871.0
-8.056924,-34.94541081632653,8146.0
-8.05955,-34.94541081632653,8087.0
-8.05955,-34.94541081632653,8246.0
-8.046658727272726,-34.95985,7841.0
-8.046658727272726,-34.95985,9475.0
-8.05955,-34.94541081632653,9451.0
-8.05955,-34.948719795918365,7616.0
-8.046658727272726,-34.95985,9196.0
-8.046658727272726,-34.95985,9328.0
-8.05955,-34.94541081632653,8290.0
-8.046658727272726,-34.95985,8514.0
-8.047136181818182,-34.95985,7249.0
-8.05955,-34.95985,7401.0
-8.058833818181817,-34.94541081632653,8057.0
-8.05955,-34.95985,6943.0
-8.05955,-34.95985,6965.0
-8.046658727272726,-34.94541081632653,9246.0
-8.046658727272726,-34.95985,9652.0
-8.047374909090909,-34.94541081632653,7184.0
-8.056207818181818,-34.94541081632653,8025.0
-8.058356363636364,-34.94541081632653,8082.0
-8.05955,-34.94541081632653,9342.0
-8.046658727272726,-34.95985,7399.0
-8.05955,-34.94541081632653,7913.0
-8.046658727272726,-34.95985,9325.0
-8.05955,-34.94541081632653,9373.0
-8.046658727272726,-34.95985,8973.0
-8.046658727272726,-34.95985,7186.0
-8.05955,-34.95985,6866.0
-8.05955,-34.94541081632653,7655.0
-8.05955,-34.94541081632653,8598.0
-8.046658727272726,-34.95985,9427.0
-8.05955,-34.94541081632653,8277.0
-8.05955,-34.94541081632653,8258.0
-8.05955,-34.94541081632653,6895.0
-8.05955,-34.95142714285714,7358.0
-8.05955,-34.94541081632653,9061.0
-8.05955,-34.94541081632653,8609.0
-8.05955,-34.94541081632653,7659.0
-8.046658727272726,-34.94541081632653,9264.0
-8.05955,-34.94541081632653,6716.0
-8.05955,-34.94541081632653,9158.0
-8.046658727272726,-34.95985,8984.0
-8.05955,-34.94541081632653,6816.0
-8.05955,-34.94962224489796,9579.0
-8.05955,-34.94541081632653,9181.0
-8.05955,-34.94541081632653,7546.0
-8.05955,-34.948719795918365,7427.0
-8.05955,-34.94541081632653,7661.0
-8.058833818181817,-34.94541081632653,7689.0
-8.05955,-34.95985,6991.0
-8.05955,-34.95985,6849.0
-8.05955,-34.94541081632653,8249.0
-8.05955,-34.95985,7492.0
-8.05955,-34.94992306122449,9591.0
-8.046658727272726,-34.95985,7725.0
-8.05955,-34.95985,7104.0
-8.05955,-34.94541081632653,6665.0
-8.046658727272726,-34.95985,8971.0
-8.05955,-34.95985,6803.0
-8.046658727272726,-34.94541081632653,8931.0
-8.05955,-34.95985,6782.0
-8.05955,-34.95985,7052.0
-8.046658727272726,-34.95985,8816.0
-8.046658727272726,-34.95985,9055.0
-8.05955,-34.95985,7739.0
-8.059311272727273,-34.94541081632653,7706.0
-8.05955,-34.94541081632653,8101.0
-8.046658727272726,-34.95985,9544.0
-8.05955,-34.94541081632653,8167.0
-8.046658727272726,-34.95985,9637.0
-8.05955,-34.94541081632653,9446.0
-8.05955,-34.94541081632653,8211.0
-8.046658727272726,-34.95985,9210.0
-8.05955,-34.95985,7105.0
-8.046658727272726,-34.95985,7420.0
-8.05955,-34.95985,7173.0
-8.046658727272726,-34.95985,7478.0
-8.046658727272726,-34.94541081632653,9242.0
-8.05955,-34.94541081632653,7899.0
-8.05955,-34.94541081632653,9315.0
-8.057878909090908,-34.94541081632653,7878.0
-8.05955,-34.94541081632653,7889.0
-8.046658727272726,-34.95985,9622.0
-8.05955,-34.94541081632653,6622.0
-8.046658727272726,-34.95985,8159.0
-8.046658727272726,-34.94541081632653,9193.0
-8.046658727272726,-34.95985,8784.0
-8.046658727272726,-34.95985,7205.0
-8.046658727272726,-34.95985,8179.0
-8.047852363636363,-34.95985,7120.0
-8.05955,-34.95985,7587.0
-8.046658727272726,-34.95985,9519.0
-8.046658727272726,-34.95985,8937.0
-8.05955,-34.94541081632653,6625.0
-8.05955,-34.94541081632653,6635.0
-8.05955,-34.94541081632653,6934.0
-8.046658727272726,-34.95985,7809.0
-8.046658727272726,-34.95985,8666.0
-8.05955,-34.94541081632653,7900.0
-8.05955,-34.94541081632653,6993.0
-8.046658727272726,-34.95985,8539.0
-8.047374909090909,-34.95985,8046.0
-8.046658727272726,-34.95985,7772.0
