lat,lon,pontoId
-8.05955,-34.94541081632653,8728.0
-8.05955,-34.94992306122449,7349.0
-8.05955,-34.94541081632653,8736.0
-8.046658727272726,-34.95985,8343.0
-8.046658727272726,-34.95985,8756.0
-8.05955,-34.95985,6769.0
-8.046658727272726,-34.95985,9132.0
-8.046658727272726,-34.95985,8876.0
-8.046658727272726,-34.95985,8722.0
-8.05955,-34.94541081632653,8482.0
-8.05955,-34.94541081632653,9338.0
-8.05955,-34.94541081632653,8651.0
-8.05955,-34.94541081632653,8308.0
-8.05955,-34.94541081632653,6673.0
-8.046658727272726,-34.95985,9348.0
-8.046658727272726,-34.95985,8806.0
-8.046658727272726,-34.95985,9385.0
-8.05955,-34.94541081632653,7649.0
-8.05955,-34.94541081632653,8807.0
-8.046658727272726,-34.95985,9314.0
-8.046658727272726,-34.95985,9144.0
-8.05955,-34.94541081632653,8883.0
-8.05955,-34.95985,7045.0
-8.05955,-34.95985,7107.0
-8.05955,-34.94541081632653,7765.0
-8.05955,-34.94541081632653,6705.0
-8.05955,-34.95985,6841.0
-8.05955,-34.94541081632653,7991.0
-8.05955,-34.94541081632653,8401.0
-8.046658727272726,-34.95985,9449.0
-8.046658727272726,-34.95985,8759.0
-8.046658727272726,-34.95985,9621.0
