lat,lon,pontoId
-8.046500552147236,-34.945210958904106,8931.0
-8.05955,-34.95985,6782.0
-8.05955,-34.95985,7052.0
-8.046500552147236,-34.95985,8816.0
-8.046500552147236,-34.95985,9055.0
-8.05955,-34.95985,7739.0
-8.059308343558282,-34.945210958904106,7706.0
-8.05955,-34.945210958904106,8101.0
-8.046500552147236,-34.95985,9544.0
-8.05955,-34.945210958904106,8167.0
-8.046500552147236,-34.95985,9637.0
-8.05955,-34.945210958904106,9446.0
-8.05955,-34.945210958904106,8211.0
-8.046500552147236,-34.95985,9210.0
-8.05955,-34.95985,7105.0
-8.046500552147236,-34.95985,7420.0
-8.05955,-34.95985,7173.0
-8.046500552147236,-34.95985,7478.0
-8.046500552147236,-34.945210958904106,9242.0
-8.05955,-34.945210958904106,7899.0
-8.05955,-34.945210958904106,9315.0
-8.057777852760736,-34.945210958904106,7878.0
-8.05955,-34.945210958904106,7889.0
-8.046500552147236,-34.95985,9622.0
-8.05955,-34.945210958904106,6622.0
-8.046500552147236,-34.95985,8159.0
-8.046500552147236,-34.945210958904106,9193.0
-8.046500552147236,-34.95985,8784.0
-8.046500552147236,-34.95985,7205.0
-8.046500552147236,-34.95985,8179.0
-8.047789386503068,-34.95985,7120.0
-8.05955,-34.95985,7587.0
-8.046500552147236,-34.95985,9519.0
-8.046500552147236,-34.95985,8937.0
-8.05955,-34.945210958904106,6625.0
-8.05955,-34.945210958904106,6635.0
-8.05955,-34.945210958904106,6934.0
-8.046500552147236,-34.95985,7809.0
-8.046500552147236,-34.95985,8666.0
-8.05955,-34.945210958904106,7900.0
-8.05955,-34.945210958904106,6993.0
-8.046500552147236,-34.95985,8539.0
-8.047386625766869,-34.95985,8046.0
-8.046500552147236,-34.95985,7772.0
-8.05955,-34.945210958904106,8728.0
-8.05955,-34.94995602739726,7349.0
-8.05955,-34.945210958904106,8736.0
-8.046500552147236,-34.95985,8343.0
-8.046500552147236,-34.95985,8756.0
-8.05955,-34.95985,6769.0
-8.046500552147236,-34.95985,9132.0
-8.046500552147236,-34.95985,8876.0
-8.046500552147236,-34.95985,8722.0
-8.05955,-34.945210958904106,8482.0
-8.05955,-34.945210958904106,9338.0
-8.05955,-34.945210958904106,8651.0
-8.05955,-34.945210958904106,8308.0
-8.05955,-34.945210958904106,6673.0
-8.046500552147236,-34.95985,9348.0
-8.046500552147236,-34.95985,8806.0
-8.046500552147236,-34.95954712328768,9385.0
-8.05955,-34.945210958904106,7649.0
-8.05955,-34.945210958904106,8807.0
-8.046500552147236,-34.95985,9314.0
-8.046500552147236,-34.95985,9144.0
-8.05955,-34.945210958904106,8883.0
-8.05955,-34.95985,7045.0
-8.05955,-34.95985,7107.0
-8.05955,-34.945210958904106,7765.0
-8.05955,-34.945210958904106,6705.0
-8.05955,-34.95985,6841.0
-8.05955,-34.945210958904106,7991.0
-8.05955,-34.945210958904106,8401.0
-8.046500552147236,-34.95985,9449.0
-8.046500552147236,-34.95985,8759.0
-8.046500552147236,-34.95985,9621.0
