lat,lon,pontoId
-8.051864146341464,-34.95985,8168.0
-8.055386829268294,-34.94550837837838,8061.0
-8.05955,-34.95985,6884.0
-8.054746341463414,-34.94550837837838,8248.0
-8.05955,-34.94550837837838,8888.0
-8.04674024390244,-34.95985,9645.0
-8.05955,-34.94550837837838,8345.0
-8.047700975609756,-34.95985,7714.0
-8.048021219512195,-34.95985,7688.0
-8.04674024390244,-34.95985,8425.0
-8.04674024390244,-34.95985,7287.0
-8.04674024390244,-34.94949216216217,8981.0
-8.05955,-34.94550837837838,8106.0
-8.057628536585367,-34.94550837837838,8420.0
-8.04674024390244,-34.95985,8497.0
-8.04674024390244,-34.95985,8921.0
-8.056988048780488,-34.95985,7828.0
-8.05955,-34.95985,7191.0
-8.04674024390244,-34.95985,7843.0
-8.04674024390244,-34.95985,7208.0
-8.048021219512195,-34.95985,7662.0
-8.057628536585367,-34.94550837837838,8270.0
-8.05955,-34.94550837837838,8395.0
-8.057948780487804,-34.94550837837838,9238.0
-8.04674024390244,-34.95985,6753.0
-8.04674024390244,-34.95985,6673.0
-8.04674024390244,-34.95985,7841.0
-8.056667804878048,-34.94550837837838,8246.0
-8.05955,-34.95985,6990.0
-8.04674024390244,-34.95985,8791.0
-8.05314512195122,-34.94550837837838,8225.0
-8.05955,-34.94550837837838,7443.0
-8.05955,-34.95985,6887.0
-8.04674024390244,-34.95985,9328.0
-8.048021219512195,-34.95985,7379.0
-8.05955,-34.94550837837838,6816.0
-8.04674024390244,-34.95985,9033.0
-8.04674024390244,-34.95825648648649,9269.0
-8.05955,-34.95985,7013.0
-8.05955,-34.948695405405395,9655.0
-8.04674024390244,-34.95985,7468.0
-8.054105853658537,-34.94550837837838,7939.0
-8.04674024390244,-34.95985,8718.0
-8.04674024390244,-34.95985,8889.0
-8.04674024390244,-34.95985,7392.0
-8.05955,-34.94550837837838,6946.0
-8.05634756097561,-34.94550837837838,8292.0
-8.05955,-34.95985,7101.0
-8.04674024390244,-34.95985,9406.0
-8.051223658536586,-34.95985,8311.0
-8.05955,-34.95985,7113.0
-8.057628536585367,-34.94550837837838,7721.0
-8.04674024390244,-34.95985,7840.0
-8.057948780487804,-34.94550837837838,8010.0
-8.05955,-34.94550837837838,9074.0
-8.05955,-34.95985,7158.0
-8.05955,-34.94550837837838,8607.0
-8.05955,-34.95985,7006.0
-8.05955,-34.94550837837838,8720.0
-8.055707073170732,-34.94550837837838,7900.0
-8.05955,-34.94909378378379,9558.0
-8.058909512195122,-34.94550837837838,8077.0
-8.056667804878048,-34.94750027027027,7689.0
-8.05955,-34.95985,7482.0
-8.054426097560977,-34.94550837837838,7808.0
-8.04674024390244,-34.95985,6665.0
-8.05955,-34.94909378378379,6725.0
-8.05602731707317,-34.94550837837838,8946.0
-8.058269024390244,-34.94550837837838,8288.0
-8.054426097560977,-34.94550837837838,9035.0
-8.04674024390244,-34.95985,8666.0
-8.05955,-34.94550837837838,8119.0
-8.05955,-34.94550837837838,9166.0
-8.055386829268294,-34.94550837837838,8017.0
-8.053465365853658,-34.94550837837838,7878.0
-8.05955,-34.94550837837838,7659.0
-8.04674024390244,-34.95985,8846.0
-8.05955,-34.94550837837838,9048.0
-8.05955,-34.94550837837838,9377.0
-8.05955,-34.94550837837838,9478.0
-8.04674024390244,-34.95985,7399.0
-8.05955,-34.94550837837838,7453.0
-8.05955,-34.94550837837838,8774.0
-8.04674024390244,-34.95985,9677.0
-8.04674024390244,-34.94550837837838,9212.0
-8.05955,-34.94550837837838,8482.0
-8.05955,-34.95985,7515.0
-8.054105853658537,-34.94550837837838,8222.0
-8.05955,-34.94550837837838,9198.0
-8.04674024390244,-34.95985,7549.0
-8.057308292682926,-34.95985,7901.0
-8.05955,-34.94550837837838,9393.0
-8.057308292682926,-34.94550837837838,9404.0
-8.05955,-34.95108567567568,7221.0
-8.055066585365854,-34.94550837837838,8641.0
-8.055386829268294,-34.94550837837838,7998.0
-8.05922975609756,-34.95985,7697.0
-8.04674024390244,-34.95985,7809.0
-8.05955,-34.94550837837838,8452.0
-8.04674024390244,-34.95985,8707.0
-8.04674024390244,-34.959451621621625,8330.0
-8.04674024390244,-34.95985,8978.0
-8.05955,-34.95985,6776.0
-8.05955,-34.94550837837838,7314.0
-8.05955,-34.94550837837838,9353.0
-8.058909512195122,-34.94550837837838,8379.0
-8.047700975609756,-34.95985,7163.0
-8.04674024390244,-34.95985,8533.0
-8.05955,-34.95985,7057.0
-8.04674024390244,-34.95785810810811,8151.0
-8.05955,-34.94550837837838,7661.0
-8.04994268292683,-34.95985,7429.0
